"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0027564",3203.45062363083,-0.186132534330103,0.0293094882506931,-6.3505897045371,2.14491089358895e-10,2.78502690983219e-08
"FBgn0015805",14162.6457795018,-0.276306216220127,0.0436021909667228,-6.33698009421142,2.34312250036456e-10,3.01616423926238e-08
"FBgn0034883",2178.07109386569,-0.410350491802934,0.0650265666540092,-6.3105052737339,2.7812593529034e-10,3.54955253483364e-08
"FBgn0051064",3699.32715152686,-0.14227332124702,0.0225864709139647,-6.29905051519385,2.99474391202807e-10,3.78962000800027e-08
"FBgn0003719",484.390429604993,0.719547071715312,0.11438198629383,6.29073768545077,3.15960858864534e-10,3.9547726129464e-08
"FBgn0036537",5161.93334589086,0.25091891445841,0.0398928247201136,6.28982570722546,3.1782260484434e-10,3.9547726129464e-08
"FBgn0052808",408.126073099127,-0.456201760224909,0.0726434518567917,-6.280012149261,3.38546572710376e-10,4.17783258157961e-08
"FBgn0020370",26645.4169576889,-0.200932943840489,0.0320128498528339,-6.27663406301522,3.45981074641844e-10,4.23458148078034e-08
"FBgn0051357",4586.55005393224,-0.178858783246961,0.0285105986549054,-6.27341380698045,3.53216500678184e-10,4.28799088465581e-08
"FBgn0039451",8155.95838228057,-0.242471007742974,0.0388004113452288,-6.24918652499777,4.12595943853139e-10,4.9419593958277e-08
"FBgn0265178",31539.2951352649,-0.244093799895424,0.0390627140016582,-6.24876704381223,4.13705414196667e-10,4.9419593958277e-08
"FBgn0000559",410508.414262739,-0.146318110941276,0.0234547037444156,-6.23832696996283,4.42275465537661e-10,5.24131527889552e-08
"FBgn0029828",7632.83414239329,0.712712895884007,0.114385502953857,6.23079741295113,4.64066906828742e-10,5.45625752186361e-08
"FBgn0010215",14121.748726215,0.216793931610243,0.0348010810225338,6.22951716556934,4.67874892935987e-10,5.45805304790637e-08
"FBgn0051523",55354.360046948,-0.166411848892886,0.0268358504090701,-6.20110212108805,5.60691152257308e-10,6.49010874845436e-08
"FBgn0010812",4808.06326924141,0.201127707993787,0.0324477869567647,6.19850309858671,5.70026838004558e-10,6.52053817105483e-08
"FBgn0032524",1974.16087159087,0.242454827918388,0.0391185875327045,6.19794433313031,5.72053643455788e-10,6.52053817105483e-08
"FBgn0013764",5772.74877758801,-0.178674394948578,0.0288446278845737,-6.19437337391114,5.85173624400812e-10,6.57841887626876e-08
"FBgn0029503",1958.72539585257,0.345206594372868,0.0557309197584552,6.19416646753788,5.85942747484426e-10,6.57841887626876e-08
"FBgn0260987",8419.89887002172,0.237287888460138,0.0383168855424726,6.19277598115626,5.91137184204374e-10,6.58720927950725e-08
"FBgn0035888",3385.23628348698,-0.344699845466868,0.0557968079895771,-6.17776998159569,6.50133393353534e-10,7.19095691078146e-08
"FBgn0029091",6067.87775772894,-0.490079948604595,0.0793676599893127,-6.17480657323887,6.62445212551308e-10,7.27325876015892e-08
"FBgn0026379",3502.62413627326,0.214703050556872,0.0349175859564264,6.14885149347952,7.80460094180187e-10,8.50644534766318e-08
"FBgn0036891",4745.49303042844,-0.2757714646918,0.0448629830442143,-6.14697119939653,7.89764621914484e-10,8.50875791365594e-08
"FBgn0036899",663.001427755213,-0.338524413370417,0.0550758846114066,-6.14650887151264,7.92068945886804e-10,8.50875791365594e-08
"FBgn0038038",12757.486940786,-0.287697865194766,0.0468278914906269,-6.14372879146932,8.06064270482081e-10,8.59725120488459e-08
"FBgn0010391",10321.5220769102,-0.169262219706712,0.0275935454887608,-6.13412364045987,8.56299043788806e-10,9.06826760415209e-08
"FBgn0036306",1733.00993957756,0.318649697285478,0.0520077950866011,6.12696032882909,8.95737941452231e-10,9.41912601532726e-08
"FBgn0030595",708.77734849175,0.938474342267887,0.153293784621733,6.12206388265292,9.23709727500159e-10,9.64533821750516e-08
"FBgn0051956",2144.63324037912,-0.373559610281577,0.0610773502216703,-6.11617250790683,9.58495651339286e-10,9.93906740680432e-08
"FBgn0285962",1633.67336309107,0.223936236539287,0.0366232228389706,6.11459667337078,9.68014737957632e-10,9.96854901185059e-08
"FBgn0029689",2655.1978169785,-0.223340917901133,0.0365451215224916,-6.11137433935411,9.87767636954892e-10,1.00419312323918e-07
"FBgn0014857",14683.7211937793,-0.126981282073298,0.0207783122172557,-6.11124141102492,9.88590872730771e-10,1.00419312323918e-07
"FBgn0041588",4783.6770871596,-0.242252004986832,0.0396629184507725,-6.10777054359988,1.01032460673741e-09,1.01933560998669e-07
"FBgn0030946",6592.00528914651,-0.170958434135813,0.0280622339959013,-6.09211776085907,1.11426665188423e-09,1.1166597077809e-07
"FBgn0030317",6117.05544266232,0.444629198088764,0.0730249654551284,6.08872863297656,1.13810837280498e-09,1.13294894818159e-07
"FBgn0050289",232.118200446698,-0.801192447051306,0.131699237756047,-6.08350101870291,1.17586170333673e-09,1.16277926849165e-07
"FBgn0028968",11606.5834487721,-0.187028919842681,0.0307541605860092,-6.08141845782534,1.19123944447117e-09,1.17023601216076e-07
"FBgn0027843",14138.5832744159,-0.278965957299118,0.045883301916961,-6.07990152504689,1.20256379538156e-09,1.1736393851397e-07
"FBgn0042135",33443.8637418438,-0.220465649481764,0.0363245073393272,-6.06933625891394,1.28439968976314e-09,1.2453672836067e-07
"FBgn0027794",4279.77672834544,-0.195355440682796,0.0322078341991767,-6.06546343584287,1.31573702257907e-09,1.26752162717101e-07
"FBgn0264327",92.1737585523406,-0.559844346643109,0.0924319584923337,-6.05682661900475,1.38833086688516e-09,1.32888182720059e-07
"FBgn0262117",10068.7758254681,0.261642343254224,0.0432140888991709,6.05456113779698,1.40800992692566e-09,1.33913402731554e-07
"FBgn0036557",2964.57592678103,0.216173238750565,0.0357178220220742,6.05225141154928,1.42835314626247e-09,1.3498841253159e-07
"FBgn0262741",568.655734569979,-0.46186621871598,0.0763703131281613,-6.04771932702301,1.46910598351603e-09,1.37966607206676e-07
"FBgn0028862",2096.09611496568,-0.386057476977689,0.0638657976032045,-6.04482354352243,1.49573611899074e-09,1.39589573304811e-07
"FBgn0001137",2662.7610111295,-0.213159181248139,0.0353013622832728,-6.0382706915858,1.55774592768901e-09,1.44473678212747e-07
"FBgn0039600",10623.2285175333,0.130183757346092,0.0215782521371632,6.0331002028604,1.60843608498345e-09,1.47711761929203e-07
"FBgn0001134",415.066874427662,0.339043627283917,0.056200992984035,6.03269816567528,1.61244422679213e-09,1.47711761929203e-07
"FBgn0034451",3300.07644242868,0.220515187006893,0.0365618905192863,6.03128514075527,1.62660886392294e-09,1.48100753390837e-07
"FBgn0265048",7293.52914366183,-0.220488640911185,0.0365634783814249,-6.0302971892083,1.63658437563584e-09,1.4810592664845e-07
"FBgn0051195",8567.66929429169,-0.18317621183448,0.0304094663595618,-6.02365755678192,1.70518954223116e-09,1.52691944479228e-07
"FBgn0033692",6504.47019800944,-0.246458494543569,0.0409167148912642,-6.02341842932725,1.70771194267553e-09,1.52691944479228e-07
"FBgn0262125",19781.9025431592,-0.202366413753146,0.0336090373917169,-6.02119041359451,1.7313892688814e-09,1.53071738606349e-07
"FBgn0026378",2284.15174598375,-0.157175478871071,0.0261041563083888,-6.02109016718389,1.7324620830748e-09,1.53071738606349e-07
"FBgn0031660",8712.86675282596,-0.176845739205864,0.0293824321777851,-6.01875767587305,1.75760754376092e-09,1.54379975549636e-07
"FBgn0045063",6398.02113301975,-0.168011509169729,0.0280117246947488,-5.99789948675401,1.99886174025004e-09,1.74543880148617e-07
"FBgn0033304",3042.73565558057,-0.330069709998116,0.055059523140644,-5.99477967063002,2.0376151426085e-09,1.76893426217617e-07
"FBgn0041337",1364.96664718868,0.567323204918402,0.0946584693037842,5.99336973322177,2.05536818535255e-09,1.77403223951933e-07
"FBgn0031115",3667.2705429722,-0.127688128803623,0.0213386072541097,-5.98390172718657,2.17854786204211e-09,1.86954463655246e-07
"FBgn0032394",14168.4074024539,-0.223323530314258,0.0373566739506893,-5.97814277066113,2.25695894365591e-09,1.92576633980972e-07
"FBgn0019982",8567.32140569292,-0.211995591786785,0.0354925576643267,-5.97295900148273,2.32988467759067e-09,1.97253712120913e-07
"FBgn0029975",22425.21298668,-0.19654032010296,0.0329082160677568,-5.97237843881573,2.33819361407726e-09,1.97253712120913e-07
"FBgn0261985",16793.1481043439,-0.219268900718459,0.0367207328074978,-5.97125612574069,2.35433791782322e-09,1.97499852746833e-07
"FBgn0000639",1209232.18720765,-3.91599134440486,0.656513765530082,-5.96482747203787,2.4489265949182e-09,2.04286993940328e-07
"FBgn0039453",1064.80897383837,1.44331306847661,0.242130742911326,5.96088316222276,2.50878303949047e-09,2.06999681901966e-07
"FBgn0069973",1898.03351395121,-0.514600944596561,0.0863300138772982,-5.96085789269035,2.50917107046986e-09,2.06999681901966e-07
"FBgn0033657",668.000487666228,-0.335758671651272,0.0563851558867061,-5.95473518466291,2.60493279341012e-09,2.13718991599999e-07
"FBgn0024509",14768.7808005019,-0.232770022133991,0.0391082849955186,-5.95193632655239,2.64988473403923e-09,2.1546050327545e-07
"FBgn0035586",5103.02456194028,-0.118742584631497,0.0199513059899054,-5.95161964292342,2.65501825627396e-09,2.1546050327545e-07
"FBgn0037046",682.956573374386,-0.607353573255859,0.10220497065192,-5.94250523611348,2.8069868587588e-09,2.26561771756683e-07
"FBgn0051922",250.788340448998,0.294605844807792,0.0496496400190576,5.93369548489595,2.9619095971536e-09,2.37113476428248e-07
"FBgn0261461",8421.85936844825,-0.214765593845879,0.0361967934099802,-5.93327677988912,2.96947629869291e-09,2.37113476428248e-07
"FBgn0020238",64996.6591440145,-0.298940595829963,0.0504569535160947,-5.92466597759627,3.12932802645986e-09,2.48548543037759e-07
"FBgn0262116",19959.6351345898,0.267987589799867,0.0452463792052401,5.92285160729128,3.16406339773712e-09,2.49977749497411e-07
"FBgn0038745",35015.874126698,-0.172275067338072,0.0290944127571042,-5.92124229405545,3.1951869750319e-09,2.51108062690402e-07
"FBgn0035039",3289.97524332281,-0.368113614840083,0.0623546159117777,-5.9035503540092,3.55760971419818e-09,2.78126849489043e-07
"FBgn0262160",25122.0031246474,-0.270017149699734,0.0457579033013901,-5.90099480566741,3.61316283554345e-09,2.80998684689244e-07
"FBgn0028671",16628.0104632495,-0.129193346106853,0.0219070221866889,-5.89734857644657,3.69388986294467e-09,2.85788411572486e-07
"FBgn0052528",9980.63540574584,-0.135391461699503,0.0229822043724449,-5.89114340406067,3.83532538245355e-09,2.95201436138126e-07
"FBgn0024947",11530.7559579848,-0.190138948829046,0.0322831910937207,-5.88971977017567,3.86851037909469e-09,2.96228702464831e-07
"FBgn0046878",417.349671123081,0.570797701852365,0.0969442318759243,5.88789751393265,3.91139532958058e-09,2.97984464598455e-07
"FBgn0053169",1473.7272077549,0.417696069467849,0.0709678004774061,5.88571248732487,3.96342804312705e-09,3.00415774314584e-07
"FBgn0031523",3718.09212692523,-0.302829408521113,0.0515041340433181,-5.87971070956004,4.10984124398784e-09,3.08569225308296e-07
"FBgn0052243",2327.5468494227,0.413769947289986,0.0703736991668381,5.87961059584268,4.11232760757775e-09,3.08569225308296e-07
"FBgn0039840",1422.47131024261,-0.437890994091015,0.0745093412315753,-5.87699457347299,4.17781897890863e-09,3.11915964965318e-07
"FBgn0010380",13683.3022212281,-0.166141944344204,0.0282898056343725,-5.87285563186547,4.28351487121358e-09,3.18216139586872e-07
"FBgn0032296",2656.6037751897,-0.189780512835193,0.0323205942843324,-5.87181383998222,4.31052631360155e-09,3.18637519379695e-07
"FBgn0000370",61540.2071307948,0.15269478213441,0.0261257191528952,5.84461546267094,5.07739768172978e-09,3.734763654364e-07
"FBgn0031590",15167.7418302232,-0.132879278788122,0.0227666826453314,-5.83656744630604,5.32871974147824e-09,3.90041388136045e-07
"FBgn0026666",6054.25801999546,-0.154198822018004,0.0264372857749751,-5.83262681844461,5.45615061908922e-09,3.97420688020684e-07
"FBgn0035137",4963.90818843839,-0.167957066293995,0.0288318090225935,-5.82540853272085,5.69730565660374e-09,4.12971689633044e-07
"FBgn0035397",29055.0763758866,-0.193200409300935,0.0332005740553615,-5.81918881820466,5.91339038407783e-09,4.26563986546136e-07
"FBgn0033178",2515.19196066703,-0.112082964165703,0.0192683961246137,-5.81693273486975,5.99372463953849e-09,4.30280270757638e-07
"FBgn0039873",4278.12710068279,-0.815898499808879,0.140428415645656,-5.81006697296678,6.24478556506374e-09,4.46158555299195e-07
"FBgn0033913",10043.784933942,-0.434796171296504,0.0749076833461802,-5.80442688752136,6.45865348300566e-09,4.59241018134479e-07
"FBgn0004587",38479.4776489559,-0.239332989959804,0.0413274232549793,-5.79114232414594,6.99093038099281e-09,4.94732570848268e-07
"FBgn0033544",12525.9623318633,-0.224986479972406,0.0388705968289587,-5.78808915547165,7.11916247659043e-09,5.01430821228529e-07
"FBgn0262579",68124.4825654831,-0.248951832260943,0.0430326133292208,-5.78518972009295,7.24305369290521e-09,5.07761867335496e-07
"FBgn0260866",6276.13037958974,-0.348354763569617,0.0602509557404228,-5.78173008691219,7.39362684179315e-09,5.15895495334838e-07
